Id_Tabla,Levdireccion,Levdirnum,Levpropietario,Levtelefono,Lev_Sticker,Levnombreestablecimiento,DistanciaEnMetros,Match
3021,100%,100%,46%,0%,0%,75%,7,1
3022,65%,89%,63%,0%,0%,100%,37,1
3023,78%,83%,45%,0%,0%,100%,26,1
3024,92%,94%,51%,0%,0%,60%,36,1
3025,96%,100%,56%,0%,0%,76%,,1
3026,93%,80%,48%,0%,0%,100%,14,1
3027,97%,100%,44%,0%,0%,79%,,1
3028,100%,100%,38%,0%,0%,100%,1,1
3029,95%,93%,44%,0%,0%,100%,8,1
3030,94%,93%,48%,0%,0%,0%,3,1
3031,79%,89%,40%,0%,0%,76%,18,1
3032,100%,100%,58%,0%,0%,56%,8,1
3033,100%,100%,61%,0%,0%,58%,,1
3034,88%,94%,53%,0%,0%,100%,9,1
3035,96%,100%,40%,0%,100%,97%,,1
3036,95%,94%,48%,0%,0%,57%,22,1
3037,94%,100%,37%,0%,100%,61%,17,1
3038,96%,100%,46%,0%,0%,45%,,1
3039,94%,100%,48%,0%,0%,46%,20,1
3040,100%,100%,49%,0%,0%,42%,,1
3041,100%,100%,4%,0%,0%,87%,13,1
3042,94%,90%,48%,0%,0%,94%,1,1
3043,93%,96%,46%,0%,0%,56%,1,1
3044,94%,95%,43%,0%,0%,52%,1,1
3045,100%,100%,44%,0%,0%,47%,1,1
3046,93%,88%,44%,0%,100%,36%,10,1
3047,97%,94%,48%,0%,0%,35%,8,1
3048,81%,89%,50%,0%,0%,0%,,1
3049,72%,88%,52%,0%,100%,70%,,1
3050,100%,100%,50%,0%,0%,59%,,1
3051,100%,100%,36%,0%,0%,55%,,1
3052,97%,94%,46%,0%,0%,53%,13,1
3053,89%,100%,45%,0%,0%,58%,45,1
3054,100%,100%,44%,0%,0%,80%,34,1
3055,96%,93%,48%,0%,0%,53%,5,1
3056,89%,89%,50%,0%,0%,100%,,1
3057,97%,82%,43%,0%,0%,38%,23,1
3058,100%,100%,41%,0%,0%,90%,,1
3059,79%,93%,58%,0%,0%,100%,,1
3060,83%,88%,41%,0%,0%,85%,5,1
3061,74%,74%,43%,0%,0%,100%,38,1
3062,90%,94%,47%,0%,0%,52%,12,1
3063,58%,63%,55%,0%,0%,100%,18,1
3064,100%,100%,48%,0%,0%,51%,,1
3065,100%,100%,48%,0%,100%,0%,18,1
3066,72%,93%,54%,0%,100%,52%,2,1
3067,71%,75%,47%,0%,0%,91%,2,1
3068,75%,100%,56%,0%,0%,95%,,1
3069,100%,100%,5%,0%,0%,72%,,1
3070,72%,83%,50%,0%,0%,94%,31,1
3071,92%,87%,50%,0%,0%,52%,6,1
3072,74%,73%,41%,0%,100%,86%,2,1
3073,90%,86%,68%,0%,0%,83%,10,1
3074,97%,94%,55%,0%,0%,43%,18,1
3075,97%,100%,53%,0%,0%,53%,,1
3076,91%,88%,74%,0%,0%,53%,2,1
3077,94%,100%,37%,0%,0%,50%,33,1
3078,100%,100%,50%,0%,100%,46%,,1
3079,100%,100%,55%,0%,0%,100%,,1
3080,81%,89%,45%,0%,0%,100%,,1
3081,82%,90%,48%,0%,0%,75%,,1
3082,100%,100%,45%,0%,100%,53%,16,1
3083,94%,100%,46%,0%,0%,100%,,1
3084,90%,77%,42%,0%,0%,48%,,1
3085,100%,100%,53%,0%,100%,63%,,1
3086,97%,100%,60%,0%,100%,46%,,1
3087,82%,100%,50%,0%,0%,32%,,1
3088,88%,89%,46%,0%,0%,54%,,1
3089,100%,100%,57%,0%,0%,52%,,1
3090,100%,100%,54%,0%,0%,47%,21,1
3091,94%,100%,56%,0%,0%,0%,31,1
3092,79%,100%,57%,0%,0%,46%,17,1
3093,88%,89%,45%,0%,0%,92%,,1
3094,100%,93%,50%,0%,0%,50%,,1
3095,97%,100%,48%,0%,0%,100%,27,1
3096,100%,100%,53%,0%,0%,56%,,1
3097,67%,78%,46%,0%,0%,100%,24,1
3098,91%,94%,46%,0%,0%,76%,17,1
3099,100%,100%,55%,0%,0%,62%,,1
3100,96%,100%,50%,0%,0%,100%,8,1
3101,68%,75%,55%,0%,0%,78%,9,1
3102,100%,100%,54%,0%,0%,43%,3,1
3103,68%,69%,36%,0%,0%,100%,15,1
3104,81%,100%,49%,0%,0%,88%,2,1
3105,88%,100%,49%,0%,0%,68%,,1
3106,100%,100%,52%,0%,100%,45%,6,1
3107,80%,100%,47%,0%,0%,100%,,1
3108,60%,60%,50%,100%,0%,74%,2,1
3109,78%,100%,42%,0%,0%,97%,2,1
3110,95%,94%,45%,0%,0%,90%,1,1
3111,64%,69%,48%,0%,0%,50%,35,1
3112,77%,83%,56%,0%,0%,57%,37,1
3113,81%,100%,45%,0%,0%,100%,,1
3114,81%,83%,54%,0%,0%,85%,7,1
3115,100%,100%,52%,0%,0%,59%,27,1
3116,93%,94%,53%,0%,0%,100%,14,1
3117,100%,100%,45%,0%,0%,56%,,1
3118,100%,100%,52%,0%,0%,50%,10,1
3119,82%,88%,42%,0%,0%,60%,10,1
3120,97%,100%,46%,0%,0%,98%,8,1
3121,87%,86%,57%,0%,100%,94%,2,1
3122,100%,100%,56%,0%,0%,84%,,1
3123,97%,94%,48%,0%,0%,95%,26,1
3124,72%,75%,47%,0%,100%,74%,3,1
3125,79%,89%,60%,0%,0%,100%,,1
3126,96%,93%,48%,0%,0%,61%,25,1
3127,100%,100%,49%,0%,0%,59%,12,1
3128,74%,78%,49%,0%,0%,100%,5,1
3129,97%,87%,72%,0%,0%,63%,14,1
3130,100%,100%,48%,0%,0%,43%,,1
3131,92%,100%,50%,0%,0%,91%,18,1
3132,97%,100%,54%,0%,0%,56%,19,1
3133,100%,100%,50%,0%,0%,85%,13,1
3134,100%,100%,37%,0%,0%,76%,,1
3135,79%,94%,47%,0%,0%,95%,15,1
3136,58%,63%,56%,0%,0%,100%,13,1
3137,94%,87%,56%,0%,0%,41%,28,1
3138,94%,100%,43%,0%,0%,94%,2,1
3139,78%,93%,75%,0%,100%,64%,,1
3140,100%,100%,49%,0%,0%,100%,9,1
3141,92%,94%,45%,0%,100%,88%,41,1
3142,76%,89%,55%,0%,0%,100%,,1
3143,93%,100%,57%,0%,0%,55%,9,1
3144,88%,93%,46%,0%,0%,58%,14,1
3145,81%,89%,55%,0%,0%,77%,,1
3146,100%,100%,55%,0%,0%,46%,3,1
3147,94%,93%,41%,0%,0%,59%,4,1
3148,100%,100%,43%,0%,0%,53%,13,1
3149,63%,60%,51%,0%,0%,89%,2,1
3150,80%,89%,47%,0%,0%,52%,25,1
3151,93%,100%,57%,0%,0%,47%,1,1
3152,100%,100%,30%,0%,0%,44%,,1
3153,100%,100%,53%,0%,0%,0%,1,1
3154,78%,83%,50%,0%,100%,88%,9,1
3155,76%,80%,60%,0%,0%,61%,17,1
3156,90%,86%,41%,0%,0%,84%,4,1
3157,100%,100%,52%,0%,0%,53%,41,1
3158,97%,95%,60%,0%,0%,54%,5,1
3159,91%,88%,55%,0%,0%,80%,20,1
3160,74%,80%,53%,100%,0%,57%,21,1
3161,95%,93%,43%,0%,0%,81%,7,1
3162,100%,100%,55%,0%,0%,100%,,1
3163,89%,94%,54%,0%,100%,89%,9,1
3164,96%,100%,45%,0%,0%,61%,,1
3165,67%,88%,55%,0%,0%,100%,16,1
3166,78%,83%,43%,0%,0%,97%,18,1
3167,97%,94%,56%,0%,0%,52%,15,1
3168,65%,59%,50%,0%,100%,81%,14,1
3169,82%,88%,57%,0%,0%,100%,19,1
3170,100%,100%,55%,0%,0%,100%,18,1
3171,89%,88%,57%,0%,0%,100%,21,1
3172,85%,94%,62%,0%,0%,88%,2,1
3173,100%,100%,37%,0%,0%,56%,17,1
3174,100%,100%,50%,0%,0%,91%,,1
3175,93%,80%,59%,0%,0%,85%,30,1
3176,88%,100%,49%,100%,100%,72%,,1
3177,100%,100%,56%,0%,0%,73%,,1
3178,82%,88%,63%,0%,0%,100%,31,1
3179,75%,83%,55%,0%,0%,100%,28,1
3180,92%,94%,40%,100%,0%,92%,32,1
3181,97%,94%,43%,0%,0%,51%,17,1
3182,95%,94%,45%,0%,0%,84%,21,1
3183,100%,100%,58%,0%,0%,100%,12,1
3184,92%,94%,57%,0%,0%,87%,7,1
3185,94%,93%,57%,0%,0%,44%,,1
3186,91%,94%,50%,0%,0%,73%,27,1
3187,80%,88%,50%,0%,0%,100%,25,1
3188,80%,89%,51%,0%,0%,100%,1,1
3189,100%,100%,48%,0%,100%,75%,1,1
3190,100%,100%,48%,0%,0%,48%,14,1
3191,95%,85%,55%,100%,0%,56%,2,1
3192,97%,93%,42%,0%,0%,100%,2,1
3193,96%,93%,58%,0%,0%,92%,1,1
3194,100%,100%,59%,0%,0%,43%,38,1
3195,100%,100%,41%,0%,0%,100%,,1
3196,91%,94%,41%,0%,0%,53%,7,1
3197,95%,100%,40%,0%,0%,53%,34,1
3198,96%,100%,42%,0%,0%,50%,5,1
3199,100%,100%,48%,0%,0%,79%,3,1
3200,93%,88%,49%,0%,0%,53%,9,1
3201,94%,94%,49%,0%,0%,50%,13,1
3202,71%,81%,56%,0%,0%,100%,15,1
3203,74%,78%,49%,0%,0%,100%,,1
3204,83%,88%,45%,0%,0%,31%,11,1
3205,95%,94%,50%,0%,0%,100%,6,1
3206,89%,93%,57%,0%,100%,46%,8,1
3207,93%,86%,63%,0%,0%,48%,,1
3208,88%,88%,52%,0%,0%,90%,2,1
3209,88%,100%,51%,0%,0%,86%,31,1
3210,80%,89%,44%,0%,0%,100%,23,1
3211,81%,89%,53%,0%,100%,96%,,1
3212,74%,90%,47%,0%,0%,92%,16,1
3213,80%,89%,45%,0%,0%,83%,6,1
3214,90%,86%,53%,0%,0%,86%,,1
3215,88%,84%,46%,0%,0%,57%,3,1
3216,82%,78%,40%,0%,0%,39%,21,1
3217,81%,89%,52%,0%,0%,50%,,1
3218,93%,88%,43%,0%,0%,100%,42,1
3219,79%,79%,48%,0%,0%,100%,36,1
3220,93%,95%,50%,0%,100%,48%,,1
3221,96%,100%,45%,0%,0%,100%,,1
3222,88%,100%,48%,0%,0%,100%,10,1
3223,100%,93%,60%,0%,0%,64%,32,1
3224,89%,100%,44%,0%,0%,67%,25,1
3225,97%,95%,45%,0%,0%,66%,8,1
3226,100%,100%,50%,0%,100%,89%,24,1
3227,97%,94%,43%,0%,0%,45%,20,1
3228,79%,89%,69%,0%,0%,68%,,1
3229,100%,100%,53%,0%,100%,53%,,1
3230,100%,100%,46%,0%,100%,50%,,1
3231,81%,89%,51%,0%,0%,100%,1,1
3232,100%,100%,67%,0%,0%,100%,,1
3233,88%,88%,50%,0%,0%,48%,39,1
3234,91%,100%,65%,0%,0%,45%,1,1
3235,68%,71%,44%,0%,0%,69%,24,1
3236,81%,89%,49%,0%,0%,46%,,1
3237,97%,95%,38%,0%,0%,58%,,1
3238,91%,100%,50%,0%,0%,83%,13,1
3239,77%,100%,44%,0%,0%,54%,5,1
3240,96%,100%,48%,0%,0%,42%,1,1
3241,100%,100%,46%,0%,100%,95%,,1
3242,88%,89%,48%,0%,0%,0%,1,1
3243,100%,100%,50%,0%,0%,0%,,1
3244,100%,100%,56%,0%,100%,0%,18,1
3245,97%,89%,60%,0%,0%,45%,6,1
3246,71%,100%,55%,0%,100%,89%,7,1
3247,84%,100%,45%,0%,0%,45%,8,1
3248,76%,80%,44%,0%,0%,100%,,1
3249,86%,94%,50%,0%,0%,92%,7,1
3250,97%,100%,62%,0%,0%,72%,,1
3251,87%,89%,61%,0%,0%,44%,15,1
3252,93%,88%,53%,0%,0%,33%,22,1
3253,97%,94%,50%,0%,0%,45%,6,1
3254,100%,100%,44%,0%,0%,33%,,1
3255,98%,100%,48%,0%,0%,57%,22,1
3256,100%,100%,48%,0%,0%,34%,1,1
3257,96%,94%,52%,0%,0%,55%,1,1
3258,71%,100%,55%,0%,0%,48%,2,1
3259,76%,81%,65%,0%,0%,53%,,1
3260,96%,93%,39%,0%,0%,52%,,1
3261,95%,94%,44%,0%,0%,100%,14,1
3262,91%,100%,43%,0%,0%,51%,,1
3263,77%,82%,52%,0%,0%,96%,,1
3264,100%,100%,46%,0%,0%,58%,,1
3265,80%,88%,37%,0%,0%,74%,,1
3266,96%,100%,40%,0%,0%,39%,,1
3267,75%,90%,49%,0%,0%,100%,,1
3268,92%,94%,43%,0%,100%,96%,27,1
3269,100%,100%,49%,0%,100%,94%,12,1
3270,100%,100%,40%,0%,0%,100%,8,1
3271,100%,100%,47%,0%,0%,35%,7,1
3272,94%,95%,51%,0%,0%,48%,,1
3273,91%,88%,60%,0%,0%,100%,23,1
3274,98%,100%,49%,0%,100%,59%,1,1
3275,72%,100%,43%,0%,0%,42%,7,1
3276,100%,93%,60%,0%,0%,56%,21,1
3277,100%,100%,41%,0%,0%,38%,,1
3278,94%,93%,49%,0%,0%,57%,29,1
3279,85%,83%,47%,0%,0%,82%,11,1
3280,93%,94%,50%,0%,0%,100%,1,1
3281,97%,100%,41%,0%,0%,84%,6,1
3282,96%,94%,58%,0%,0%,100%,1,1
3283,100%,100%,59%,100%,0%,97%,5,1
3284,91%,100%,52%,0%,0%,76%,15,1
3285,98%,95%,52%,0%,0%,41%,33,1
3286,98%,100%,60%,0%,0%,70%,,1
3287,100%,100%,56%,0%,0%,100%,,1
3288,97%,100%,46%,0%,0%,58%,38,1
3289,100%,100%,49%,0%,0%,100%,,1
3290,100%,100%,49%,0%,0%,30%,,1
3291,100%,100%,64%,0%,0%,42%,14,1
3292,88%,100%,45%,0%,0%,76%,,1
3293,100%,100%,44%,0%,0%,40%,,1
3294,81%,89%,47%,0%,0%,100%,,1
3295,83%,90%,49%,0%,0%,52%,,1
3296,100%,100%,50%,0%,100%,58%,7,1
3297,100%,100%,43%,0%,0%,45%,1,1
3298,94%,100%,41%,0%,0%,53%,,1
3299,96%,96%,56%,0%,0%,56%,,1
3300,97%,100%,39%,0%,0%,46%,,1
3301,97%,94%,67%,0%,0%,100%,15,1
3302,80%,89%,46%,0%,100%,94%,1,1
3303,91%,88%,42%,0%,100%,92%,20,1
3304,100%,100%,62%,0%,0%,19%,,1
3305,81%,89%,56%,0%,0%,100%,,1
3306,76%,100%,54%,0%,100%,53%,44,1
3307,89%,94%,53%,0%,0%,95%,34,1
3308,100%,100%,48%,100%,0%,70%,8,1
3309,96%,94%,43%,0%,0%,79%,29,1
3310,78%,83%,52%,0%,100%,87%,8,1
3311,96%,79%,43%,0%,0%,65%,1,1
3312,100%,100%,51%,0%,100%,50%,1,1
3313,100%,100%,45%,0%,0%,53%,10,1
3314,100%,100%,50%,0%,100%,52%,,1
3315,78%,100%,47%,0%,0%,43%,,1
3316,91%,93%,45%,0%,0%,98%,2,1
3317,93%,94%,48%,0%,100%,56%,1,1
3318,95%,94%,40%,0%,0%,92%,10,1
3319,100%,100%,49%,0%,0%,64%,1,1
3320,80%,89%,43%,0%,0%,100%,,1
3321,92%,94%,64%,0%,0%,56%,12,1
3322,89%,89%,61%,0%,0%,58%,,1
3323,88%,88%,50%,0%,0%,43%,2,1
3324,100%,100%,46%,0%,0%,68%,1,1
3325,91%,100%,49%,0%,0%,43%,9,1
3326,86%,100%,47%,0%,0%,56%,16,1
3327,94%,100%,43%,0%,0%,43%,5,1
3328,97%,100%,50%,0%,0%,100%,,1
3329,54%,85%,55%,100%,0%,53%,12,1
3330,83%,100%,44%,0%,0%,86%,11,1
3331,94%,94%,59%,0%,0%,0%,2,1
3332,100%,100%,52%,0%,0%,42%,,1
3333,96%,100%,55%,0%,0%,65%,,1
3334,94%,93%,49%,0%,0%,57%,17,1
3335,92%,92%,48%,0%,0%,100%,11,1
3336,100%,100%,61%,0%,0%,59%,,1
3337,78%,83%,50%,0%,100%,67%,14,1
3338,100%,100%,47%,100%,100%,48%,,1
3339,100%,100%,44%,0%,100%,50%,,1
3340,79%,84%,46%,0%,0%,46%,,1
3341,96%,100%,55%,0%,0%,56%,,1
3342,91%,100%,50%,0%,0%,29%,17,1
3343,96%,100%,41%,0%,0%,56%,14,1
3344,100%,100%,50%,0%,0%,85%,16,1
3345,94%,100%,46%,0%,0%,14%,,1
3346,93%,100%,51%,0%,0%,95%,19,1
3347,82%,88%,42%,0%,0%,62%,,1
3348,83%,83%,59%,0%,0%,93%,2,1
3349,95%,94%,45%,0%,0%,92%,13,1
3350,80%,93%,59%,0%,0%,100%,16,1
3351,79%,81%,45%,0%,0%,93%,8,1
3352,84%,94%,42%,0%,0%,57%,4,1
3353,100%,100%,43%,0%,0%,67%,,1
3354,100%,100%,52%,0%,0%,100%,3,1
3355,97%,100%,62%,0%,0%,63%,,1
3356,100%,100%,41%,0%,0%,38%,,1
3357,94%,95%,61%,0%,100%,56%,22,1
3358,93%,100%,53%,0%,0%,100%,5,1
3359,95%,94%,42%,0%,0%,77%,2,1
3360,77%,100%,51%,0%,0%,98%,,1
3361,81%,89%,56%,0%,0%,61%,,1
3362,93%,100%,47%,0%,0%,91%,,1
3363,97%,93%,55%,0%,100%,53%,,1
3364,93%,67%,54%,0%,0%,71%,38,1
3365,90%,100%,41%,0%,0%,100%,10,1
3366,100%,100%,55%,0%,0%,100%,,1
3367,97%,100%,41%,0%,0%,17%,,1
3368,100%,100%,100%,0%,0%,40%,9,1
3369,100%,100%,41%,0%,0%,79%,17,1
3370,100%,100%,48%,0%,0%,53%,39,1
3371,71%,75%,55%,0%,0%,96%,4,1
3372,100%,100%,50%,0%,0%,53%,5,1
3373,79%,100%,52%,0%,100%,64%,,1
3374,56%,61%,44%,0%,0%,100%,17,1
3375,70%,69%,61%,0%,0%,100%,22,1
3376,96%,100%,43%,0%,0%,100%,,1
3377,77%,93%,54%,0%,0%,68%,1,1
3378,77%,80%,37%,0%,0%,100%,,1
3379,96%,93%,56%,0%,0%,80%,5,1
3380,97%,100%,37%,0%,0%,51%,38,1
3381,53%,79%,45%,0%,0%,36%,,1
3382,100%,100%,46%,0%,100%,40%,6,1
3383,79%,100%,48%,0%,0%,85%,8,1
3384,66%,86%,48%,0%,0%,63%,,1
3385,78%,83%,41%,0%,0%,98%,5,1
3386,96%,100%,51%,0%,0%,100%,5,1
3387,100%,100%,63%,0%,0%,89%,,1
3388,97%,95%,65%,0%,0%,100%,,1
3389,95%,94%,54%,0%,0%,50%,13,1
3390,100%,100%,64%,0%,0%,64%,,1
3391,94%,100%,43%,0%,0%,83%,1,1
3392,86%,100%,46%,0%,0%,45%,32,1
3393,88%,88%,45%,0%,0%,100%,15,1
3394,82%,88%,55%,0%,0%,94%,20,1
3395,91%,100%,81%,0%,0%,91%,,1
3396,97%,95%,54%,0%,0%,39%,26,1
3397,78%,83%,42%,0%,0%,84%,22,1
3398,100%,100%,46%,0%,0%,60%,,1
3399,94%,95%,54%,0%,0%,47%,,1
3400,90%,94%,45%,0%,0%,40%,6,1
3401,68%,64%,80%,0%,0%,75%,10,1
3402,96%,100%,65%,0%,0%,96%,9,1
3403,97%,95%,31%,0%,0%,67%,13,1
3404,93%,93%,46%,0%,0%,44%,8,1
3405,100%,100%,44%,0%,0%,100%,,1
3406,95%,93%,41%,0%,0%,100%,6,1
3407,96%,100%,41%,0%,0%,46%,10,1
3408,79%,88%,50%,0%,0%,100%,,1
3409,67%,67%,51%,0%,0%,100%,9,1
3410,100%,100%,54%,0%,0%,88%,,1
3411,94%,94%,50%,0%,0%,31%,13,1
3412,78%,83%,39%,0%,0%,100%,1,1
3413,49%,80%,56%,0%,0%,100%,14,1
3414,100%,100%,46%,0%,0%,56%,1,1
3415,96%,100%,58%,0%,0%,76%,5,1
3416,80%,75%,43%,0%,0%,100%,,1
3417,93%,100%,50%,0%,0%,86%,10,1
3418,100%,100%,46%,0%,0%,53%,9,1
3419,100%,100%,47%,0%,0%,50%,1,1
3420,79%,89%,51%,0%,0%,56%,29,1
3421,74%,84%,44%,0%,0%,97%,31,1
3422,100%,100%,45%,0%,0%,40%,21,1
3423,94%,100%,44%,0%,0%,32%,11,1
3424,82%,88%,52%,0%,0%,82%,44,1
3425,77%,83%,63%,0%,0%,56%,5,1
3426,83%,86%,44%,0%,0%,92%,5,1
3427,91%,88%,43%,0%,0%,60%,20,1
3428,100%,100%,50%,0%,0%,0%,13,1
3429,100%,100%,41%,0%,0%,44%,4,1
3430,96%,100%,53%,0%,0%,71%,,1
3431,100%,100%,45%,0%,0%,56%,,1
3432,61%,65%,51%,100%,0%,55%,26,1
3433,96%,100%,41%,0%,0%,100%,,1
3434,73%,100%,31%,0%,0%,43%,,1
3435,86%,93%,52%,0%,0%,44%,2,1
3436,88%,89%,52%,0%,0%,63%,,1
3437,97%,96%,57%,0%,0%,42%,,1
3438,96%,100%,59%,0%,0%,76%,,1
3439,96%,94%,42%,0%,0%,100%,,1
3440,100%,100%,52%,0%,0%,56%,8,1
3441,100%,100%,45%,0%,0%,48%,,1
3442,94%,100%,50%,0%,0%,0%,,1
3443,71%,75%,47%,0%,0%,94%,2,1
3444,92%,100%,48%,0%,0%,46%,10,1
3445,100%,100%,62%,0%,0%,36%,5,1
3446,74%,75%,100%,0%,0%,43%,43,1
3447,83%,89%,44%,0%,0%,100%,,1
3448,100%,93%,47%,0%,0%,56%,,1
3449,79%,100%,56%,0%,0%,48%,,1
3450,97%,94%,56%,0%,0%,46%,3,1
3451,79%,88%,46%,0%,0%,55%,,1
3452,94%,100%,45%,0%,0%,50%,,1
3453,100%,100%,38%,0%,0%,48%,1,1
3454,90%,88%,63%,0%,0%,24%,8,1
3455,100%,100%,52%,0%,0%,65%,,1
3456,69%,71%,50%,0%,0%,100%,7,1
3457,94%,94%,54%,0%,0%,57%,42,1
3458,100%,100%,45%,0%,0%,65%,8,1
3459,87%,89%,40%,0%,0%,89%,,1
3460,97%,94%,39%,0%,0%,100%,2,1
3461,64%,75%,45%,0%,0%,76%,17,1
3462,98%,100%,47%,0%,0%,53%,,1
3463,78%,100%,44%,0%,0%,53%,,1
3464,96%,100%,48%,0%,0%,41%,1,1
3465,85%,100%,48%,0%,0%,67%,3,1
3466,95%,100%,50%,0%,0%,93%,,1
3467,97%,100%,42%,0%,0%,58%,,1
3468,97%,86%,48%,0%,0%,40%,,1
3469,71%,75%,42%,0%,0%,60%,15,1
3470,83%,90%,52%,100%,0%,67%,35,1
3471,100%,100%,39%,0%,0%,0%,,1
3472,82%,89%,48%,0%,100%,35%,10,1
3473,97%,94%,42%,0%,0%,72%,5,1
3474,100%,93%,53%,0%,0%,100%,5,1
3475,97%,93%,57%,0%,0%,59%,9,1
3476,84%,100%,41%,0%,0%,42%,7,1
3477,92%,87%,52%,0%,0%,89%,7,1
3478,65%,65%,53%,0%,100%,29%,24,1
3479,83%,100%,47%,0%,0%,48%,10,1
3480,97%,93%,56%,0%,100%,43%,29,1
3481,97%,93%,56%,0%,0%,100%,28,1
3482,97%,93%,56%,0%,0%,86%,,1
3483,81%,89%,73%,0%,0%,100%,,1
3484,93%,93%,57%,0%,0%,87%,9,1
3485,100%,100%,53%,0%,0%,0%,4,1
3486,76%,75%,56%,0%,0%,98%,41,1
3487,87%,89%,46%,0%,0%,45%,,1
3488,100%,100%,48%,0%,0%,100%,22,1
3489,79%,88%,46%,0%,0%,44%,,1
3490,95%,94%,45%,0%,0%,96%,3,1
3491,83%,77%,55%,0%,0%,82%,17,1
3492,100%,100%,50%,0%,0%,100%,,1
3493,79%,77%,43%,0%,0%,71%,32,1
3494,94%,93%,46%,0%,0%,45%,27,1
3495,97%,100%,50%,0%,0%,82%,,1
3496,100%,100%,41%,0%,0%,60%,,1
3497,97%,100%,44%,0%,0%,50%,,1
3498,100%,100%,48%,0%,0%,52%,,1
3499,94%,87%,60%,0%,0%,50%,21,1
3500,84%,100%,40%,0%,0%,47%,25,1
3501,74%,63%,54%,0%,0%,100%,16,1
3502,56%,89%,48%,0%,0%,50%,,1
3503,79%,75%,43%,0%,0%,100%,13,1
3504,97%,94%,50%,0%,0%,64%,13,1
3505,7%,11%,43%,0%,0%,46%,7,1
3506,91%,88%,46%,0%,0%,78%,12,1
3507,72%,100%,45%,0%,0%,0%,1,1
3508,89%,94%,56%,0%,0%,57%,6,1
3509,93%,93%,45%,0%,0%,50%,4,1
3510,87%,89%,58%,0%,100%,100%,39,1
3511,83%,89%,43%,0%,0%,96%,33,1
3512,83%,86%,48%,0%,100%,82%,35,1
3513,85%,100%,96%,0%,0%,38%,,1
3514,83%,100%,41%,0%,100%,100%,6,1
3515,100%,100%,48%,0%,0%,51%,7,1
3516,80%,86%,46%,0%,0%,91%,12,1
3517,94%,93%,45%,0%,0%,45%,43,1
3518,100%,100%,37%,0%,0%,52%,,1
3519,79%,82%,48%,0%,0%,68%,,1
3520,78%,85%,47%,0%,0%,84%,9,1
3521,100%,100%,40%,0%,0%,65%,8,1
3522,100%,100%,42%,0%,0%,61%,4,1
3523,100%,100%,100%,0%,0%,43%,12,1
3524,95%,94%,42%,0%,0%,69%,3,1
3525,82%,100%,60%,0%,0%,60%,19,1
3526,100%,100%,53%,0%,0%,36%,,1
3527,100%,100%,49%,0%,100%,93%,18,1
3528,97%,94%,51%,0%,0%,54%,8,1
3529,90%,83%,60%,0%,0%,67%,3,1
3530,88%,100%,44%,0%,0%,56%,14,1
3531,81%,100%,51%,0%,100%,55%,17,1
3532,100%,100%,52%,0%,0%,52%,1,1
3533,100%,92%,41%,0%,0%,0%,25,1
3534,76%,100%,50%,0%,100%,43%,7,1
3535,83%,84%,59%,0%,0%,78%,1,1
3536,97%,93%,54%,0%,0%,0%,7,1
3537,88%,100%,60%,0%,0%,38%,11,1
3538,76%,93%,51%,0%,0%,60%,2,1
3539,94%,93%,48%,0%,0%,50%,33,1
3540,97%,100%,47%,0%,0%,59%,,1
3541,83%,88%,51%,0%,0%,93%,1,1
3542,97%,100%,40%,0%,0%,85%,,1
3543,100%,100%,47%,0%,0%,53%,12,1
3544,96%,100%,50%,0%,0%,50%,5,1
3545,100%,100%,50%,0%,0%,91%,,1
3546,72%,67%,33%,0%,0%,92%,18,1
3547,100%,100%,47%,0%,0%,53%,19,1
3548,97%,100%,57%,0%,100%,46%,7,1
3549,71%,78%,52%,0%,0%,86%,3,1
3550,100%,100%,82%,0%,0%,0%,,1
3551,93%,100%,56%,0%,0%,55%,39,1
3552,88%,94%,47%,0%,0%,91%,41,1
3553,100%,100%,36%,0%,0%,53%,7,1
3554,100%,100%,64%,0%,0%,71%,15,1
3555,95%,94%,43%,0%,0%,66%,,1
3556,100%,100%,52%,0%,0%,80%,3,1
3557,90%,100%,47%,0%,0%,100%,1,1
3558,97%,93%,52%,0%,0%,53%,,1
3559,100%,100%,47%,0%,0%,53%,16,1
3560,100%,100%,52%,0%,0%,76%,,1
3561,97%,95%,52%,0%,0%,67%,13,1
3562,93%,100%,45%,0%,0%,59%,19,1
3563,100%,100%,51%,0%,0%,89%,38,1
3564,91%,100%,63%,0%,0%,59%,14,1
3565,75%,100%,46%,0%,0%,59%,7,1
3566,8%,11%,48%,0%,0%,52%,17,1
3567,87%,86%,44%,0%,100%,100%,15,1
3568,100%,100%,53%,0%,0%,0%,28,1
3569,100%,100%,45%,0%,0%,60%,,1
3570,60%,63%,47%,0%,0%,100%,13,1
3571,91%,80%,42%,0%,0%,100%,4,1
3572,100%,100%,77%,0%,100%,0%,7,1
3573,100%,100%,49%,0%,0%,50%,,1
3574,97%,94%,41%,0%,0%,57%,2,1
3575,100%,100%,41%,0%,0%,56%,22,1
3576,100%,100%,52%,0%,0%,18%,,1
3577,100%,100%,40%,0%,0%,0%,7,1
3578,88%,80%,43%,0%,0%,91%,4,1
3579,96%,93%,52%,0%,0%,53%,1,1
3580,100%,100%,55%,0%,0%,50%,,1
3581,100%,100%,35%,0%,0%,43%,,1
3582,100%,100%,38%,0%,0%,54%,38,1
3583,88%,100%,61%,0%,0%,53%,1,1
3584,91%,100%,54%,0%,0%,100%,,1
